p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
2.4345601143929227e-41,-4.123577885041373,0.019,0.275,4.983057642139434e-37,Sgip1
3.7117689985669124e-41,-4.216687289432855,0.006,0.159,7.597248786266757e-37,Cadm1
9.631159855191925e-41,-8.064684195987805,0,0.058,1.9713057991606833e-36,Dusp26
5.66396508938015e-40,-3.479721695266648,0.079,0.522,1.159300374494329e-35,Ank
9.44593106425029e-40,2.797662578796321,0.964,0.609,1.9333931702307494e-35,Gm10076
1.0458206674226819e-39,-2.99693958935197,0.192,0.768,2.1405857420807452e-35,Herpud1
1.5955860534562563e-39,-3.1166244114028814,0.088,0.551,3.2658455342142655e-35,Pde7b
2.185662890783252e-39,3.5108291489814887,0.989,0.406,4.47361480485516e-35,Cthrc1
3.13774481339202e-39,-3.727159246049424,0.048,0.406,6.422336084050787e-35,Kctd1
3.532960412575273e-39,-2.533051197672775,0.213,0.812,7.231263372459069e-35,H2-D1
5.765089884844806e-39,-3.449974351872596,0.044,0.391,1.179998597630035e-34,Aldh1a1
1.014821179528709e-38,-3.963706548262983,0.038,0.362,2.0771359902593614e-34,Gpnmb
2.6145080972822246e-38,-3.5372071899274085,0.038,0.362,5.351375173517257e-34,Gstm1
6.25008549061894e-38,-3.0777783996574786,0.497,1,1.2792674982198846e-33,Igfbp6
8.595604137657235e-38,-3.7071321913697206,0.024,0.29,1.7593482548956827e-33,Gnai1
8.8532161846087e-38,-3.7178814324614127,0.024,0.29,1.8120762886657086e-33,Prex1
1.3974611558630742e-37,-1.8583357862956182,0.758,1,2.8603234938205404e-33,mt-Nd2
2.574264653648072e-37,-2.747417478470305,0.117,0.623,5.2690048930868744e-33,Add3
2.597439218318164e-37,-3.8947591945454914,0.017,0.246,5.316438592053618e-33,Glt8d2
4.705065018844427e-37,3.197681739240845,0.966,0.348,9.630327080570774e-33,Csrp2
5.563636575468081e-37,-2.442749107848969,0.983,1,1.1387651342668069e-32,Dcn
5.9315234605093505e-37,-4.220987426866479,0.02,0.261,1.2140642218970538e-32,Fgl2
6.495360441749008e-37,-3.546835891125185,0.036,0.348,1.3294703752171868e-32,Frmd4b
8.749577305028894e-37,-5.801649790154011,0.003,0.116,1.790863482793314e-32,Stk32a
9.610151629027512e-37,-5.190215078071663,0.003,0.116,1.967005835429351e-32,Lpar3
1.6772916163715567e-36,-3.0001176731521904,0.364,0.928,3.433080480389302e-32,Cilp
2.0897510785773271e-35,-2.310414040490615,0.984,1,4.277302507632073e-31,Serpinf1
2.66069987222831e-35,-3.7518012407034487,0.012,0.203,5.445920498476905e-31,Omd
1.8569138402785235e-34,-5.479721695266648,0.002,0.101,3.800731248282082e-30,Ccdc74a
3.8294934566548616e-34,3.4210138810734145,0.93,0.261,7.83820720708117e-30,Mif
4.078293330509996e-34,-5.245256441629625,0.006,0.145,8.34745078888786e-30,Trpc3
4.99912414459865e-34,-1.8772414332874625,0.833,1,1.0232207299164517e-29,Itm2b
8.714385986387179e-34,-5.202226648893313,0.488,0.87,1.783660523693728e-29,Gsn
1.2137647064985295e-33,2.126900083620122,0.99,0.667,2.4843336012611903e-29,Mmp14
2.3327002468098513e-33,-3.2600436586272363,0.055,0.406,4.774570865170404e-29,Foxo1
2.674694984354494e-33,1.5301790500013692,0.982,0.971,5.474565693976778e-29,Nme2
3.802668909003748e-33,2.220870455125723,0.985,0.551,7.783302722948872e-29,Col5a1
4.4756639190652154e-33,-3.3821108986402257,0.034,0.319,9.160788909542683e-29,Greb1l
7.102671448228278e-33,-2.96060173316798,0.232,0.768,1.453774792023364e-28,Plpp3
1.4094600115063053e-32,-5.801649790154011,0,0.058,2.8848827515511056e-28,Wnt6
1.4946557932656332e-32,-5.894759194545492,0.002,0.087,3.059261477656098e-28,Ptger2
1.5547240882298119e-32,-5.702114116603097,0.002,0.087,3.182209263788779e-28,0610040J01Rik
1.5547240882298119e-32,-5.702114116603097,0.002,0.087,3.182209263788779e-28,2810032G03Rik
1.5547240882298119e-32,-5.702114116603097,0.002,0.087,3.182209263788779e-28,Hr
1.9258324640689108e-32,-4.851690472653606,0.005,0.13,3.9417938874562466e-28,Yjefn3
3.24801239685158e-32,1.5433822671589956,0.998,0.913,6.648031773875814e-28,Fstl1
3.3788666469521153e-32,-2.764451172199761,0.126,0.594,6.91586425298159e-28,Atf5
4.3996622763732503e-32,-5.309796693824336,0.003,0.101,9.00522874728077e-28,Nrg2
4.3996622763732503e-32,-5.309796693824336,0.003,0.101,9.00522874728077e-28,Syt7
7.079724802843624e-32,-3.5144871134273252,0.026,0.275,1.449078072646033e-27,Acyp2
7.68343380676809e-32,-2.9829863775572276,0.103,0.536,1.5726452315692927e-27,Hexb
1.578319708272302e-31,-2.2301444446039698,0.575,0.971,3.230504778891748e-27,Il11ra1
1.9424803914350244e-31,-2.790709324323369,0.128,0.594,3.975868865189208e-27,Pid1
5.6719785588835835e-31,-8.287076617324253,0,0.043,1.1609405714322918e-26,Inmt
5.672004322512079e-31,-7.479721695266648,0,0.043,1.1609458447317723e-26,Serpina3c
5.672004322512079e-31,-7.479721695266648,0,0.043,1.1609458447317723e-26,Cyb5r2
5.880662405274722e-31,-2.763789800972639,0.209,0.71,1.2036539811116302e-26,Ecm2
9.64140711373206e-31,-3.6697602773945626,0.518,0.899,1.973403208038678e-26,Fmod
1.3390324917609252e-30,1.686133374871721,0.969,0.739,2.7407317041362616e-26,Rpl22l1
1.8474734949578456e-30,-3.7792819771255566,0.019,0.232,3.7814087494797186e-26,Galnt18
2.640508222766707e-30,0.9958287663478465,0.997,0.986,5.404592230358896e-26,Rpl41
4.687393246900416e-30,-2.5533863365433724,0.241,0.754,9.594156497755771e-26,Dpysl2
5.269531980871999e-30,-5.157793600379287,0.003,0.101,1.0785678058448807e-25,Mmp28
5.43471692193156e-30,-5.064684195987805,0.003,0.101,1.1123778595809518e-25,Gm11266
5.5504618066933456e-30,1.6133290045189825,0.977,0.696,1.1360685225939939e-25,P4hb
6.136353128878349e-30,-1.708182952553016,0.727,0.986,1.2559887584188205e-25,Zbtb20
8.111640409646865e-30,-4.432415980488291,0.009,0.159,1.6602905590465205e-25,Syngr1
8.271959814895502e-30,-4.372806491350136,0.009,0.159,1.6931047349128114e-25,Mob3b
9.31195184699174e-30,-5.479721695266649,0.002,0.087,1.9059703040422693e-25,Slc25a35
2.2672735286046973e-29,1.5559283955389567,0.996,0.913,4.640655458348095e-25,Col5a2
2.4382936184790653e-29,-2.337202851164988,0.273,0.797,4.99069937830295e-25,Pmp22
3.2809879205740183e-29,-2.475628940632765,0.105,0.536,6.715526075830901e-25,Aplp2
3.6061916956732136e-29,-3.0202900766293506,0.053,0.377,7.3811531627039335e-25,Enpp2
5.271534160236068e-29,-3.1458209587132098,0.063,0.406,1.0789776119171184e-24,Arhgap6
6.01605458998014e-29,1.6181483690468568,0.971,0.681,1.2313660534771352e-24,Cox6a1
1.2173905441729873e-28,-4.595198912686584,0.007,0.145,2.4917549658132704e-24,Gab3
1.5840931215379125e-28,1.269720365812696,1,1,3.2423218011637996e-24,Ftl1
2.5667459564106377e-28,-4.138684777431581,0.034,0.29,5.253615623581293e-24,9530026P05Rik
2.814026228419712e-28,-4.270268329637698,0.011,0.174,5.7597488843294666e-24,Nrtn
5.7716522662275255e-28,-3.714186948903671,0.016,0.203,1.18134178585145e-23,Mtcl1
6.650298184848737e-28,-6.157793600379287,0.001,0.072,1.3611830324748397e-23,Amph
8.642098254283525e-28,1.0537822677943809,1,1,1.768864670686752e-23,Lgals1
9.598842020739588e-28,1.1277635512337643,0.98,0.986,1.964690984804979e-23,Rpl32
2.1131943610116332e-27,-1.6968377396129986,0.684,1,4.325286218118611e-23,Cd9
2.5425342898181866e-27,1.2991823665316993,0.99,0.971,5.2040591843998643e-23,Serf2
3.6764923838092216e-27,-6.216687289432855,0.001,0.058,7.525044611180715e-23,Sult1a1
3.6764923838092216e-27,-6.216687289432855,0.001,0.058,7.525044611180715e-23,Tmem255b
3.6764923838092216e-27,-6.216687289432855,0.001,0.058,7.525044611180715e-23,Cbx7
3.6764923838092216e-27,-6.216687289432855,0.001,0.058,7.525044611180715e-23,Loxl4
5.456978377409626e-27,-3.04328171925558,0.078,0.435,1.1169343342882022e-22,Ubl3
6.797502642517087e-27,-2.133317508383079,0.48,0.899,1.3913128408703974e-22,Nupr1
8.357468629895766e-27,1.4116875035331817,0.979,0.899,1.7106066791670653e-22,Pfn1
8.358120534368306e-27,-4.2573292739302,0.008,0.145,1.7107401109745048e-22,Ackr4
8.648591085731624e-27,-2.5039304901188406,0.672,0.971,1.7701936234275488e-22,Thbs4
8.955232903670865e-27,-4.649646696708961,0.005,0.116,1.8329570707233528e-22,Arl10
9.322758482659422e-27,-3.1842658117404765,0.05,0.348,1.9081822062307304e-22,Bbs9
9.613074472012832e-27,-2.942287564628078,0.063,0.391,1.9676040829315864e-22,Gm2a
1.5380616492590336e-26,-4.894759194545492,0.004,0.101,3.14810458370339e-22,Gm12963
3.877757900588358e-26,-2.315194997750167,0.283,0.797,7.936994870924251e-22,Cyba
3.944490332684852e-26,1.0855062392487023,0.991,0.986,8.073582812939355e-22,Rps18
3.947326723361829e-26,-4.299149449624827,0.01,0.159,8.079388337376992e-22,Rims1
4.6153432109699926e-26,-3.460862668015332,0.023,0.232,9.446684484213382e-22,Maff
5.028693128965903e-26,1.1341187280819751,0.986,0.986,1.029272909636741e-21,Rplp0
5.228379467851246e-26,-4.014058122917836,0.018,0.203,1.070144709479793e-21,Atp6v0a4
8.960353897409279e-26,-2.003465453987992,0.282,0.812,1.8340052357217312e-21,Crip2
1.356458050169464e-25,-4.5621838554586205,0.005,0.116,2.776398337086859e-21,A430018G15Rik
1.4069775884721033e-25,-4.401719183265374,0.005,0.116,2.879801728084701e-21,Cdh5
1.5445726697034661e-25,-2.6501368258255784,0.091,0.464,3.1614313403490545e-21,Mitf
1.6889736353028254e-25,-3.9524746924017795,0.015,0.188,3.456991236737823e-21,Plac9b
2.0642240104116916e-25,-5.309796693824336,0.003,0.087,4.2250537045106504e-21,Fbxo2
2.2484247017418524e-25,-4.965148522436891,0.003,0.087,4.602075679525224e-21,Dio2
2.414898342027922e-25,-4.304634988708557,0.021,0.217,4.94281392646275e-21,Tnfrsf21
3.0399165888338106e-25,-2.5138295495869123,0.202,0.667,6.222101274025043e-21,Lama2
3.282154909966792e-25,-2.3212210902216732,0.412,0.841,6.71791466972003e-21,Tnmd
3.9915374761214584e-25,7.363414215844702,0.713,0,8.169878906125401e-21,Tnn
4.279600274015544e-25,-1.9670152835870025,0.32,0.812,8.759485840855016e-21,mt-Nd3
4.346237834599019e-25,-6.216687289432855,0.002,0.072,8.895879599857273e-21,Prex2
4.669801422178125e-25,-5.479721695266648,0.002,0.072,9.558149550914185e-21,Sel1l3
4.669801422178125e-25,-5.479721695266648,0.002,0.072,9.558149550914185e-21,Gm10974
4.839566125879243e-25,-5.257329273930201,0.002,0.072,9.905623946449636e-21,Cyp27a1
5.7971600030904845e-25,1.5974349241332209,0.963,0.768,1.1865627094325604e-20,Rbm3
7.858003018553384e-25,1.0162661358906147,1,0.971,1.6083760578375066e-20,Bgn
8.0387953139951245e-25,0.9047677373850891,0.985,1,1.645380624868522e-20,Rps11
1.049622014900182e-24,-1.131115352358595,0.996,1,2.1483663400976928e-20,Malat1
1.1249555786544051e-24,-4.278087834096998,0.007,0.13,2.3025590783898364e-20,Cystm1
1.3475555312683505e-24,0.9464142588781916,0.982,0.986,2.75817666140006e-20,Rps19
1.6152064445489504e-24,-4.225965103020865,0.009,0.145,3.306004550702792e-20,Bmp4
2.09819544248363e-24,1.0911364311258076,0.987,0.971,4.2945864316754934e-20,Rpl10a
2.5995009691548293e-24,0.9998329024420589,0.995,0.971,5.320658583666105e-20,Rps2
2.703966629866477e-24,-2.4894150914704922,0.13,0.536,5.534478898010704e-20,Cpq
3.2419853811095113e-24,-3.0106075232320118,0.076,0.406,6.635695678054948e-20,Mkx
3.792263645800395e-24,-3.640186367459894,0.022,0.217,7.762005230224248e-20,Mapk8ip1
5.262686505386475e-24,-2.829258450904577,0.086,0.435,1.0771666739225038e-19,Col4a2
6.317368412887711e-24,2.005783040318432,0.933,0.565,1.2930389667498566e-19,Gapdh
8.556213951285714e-24,-5.2573292739302,0.004,0.101,1.75128587154916e-19,Fgf1
9.1290700809263e-24,-4.672366773209044,0.004,0.101,1.868538064163995e-19,Dagla
1.0766100023189994e-23,-6.171599399904316,0.003,0.087,2.203605352746528e-19,Pcsk1n
1.1317771112000949e-23,1.345712513979046,0.977,0.768,2.3165213912043543e-19,Eef1g
1.5427337086001847e-23,1.0405192076444634,0.988,0.971,3.157667354762858e-19,Rpl3
1.883399121263826e-23,-3.028025725408956,0.017,0.188,3.854941321402799e-19,Prph
2.4954858542858932e-23,1.6371460524596122,0.981,0.522,5.107760446552366e-19,Postn
2.549993165098995e-23,-6.479721695266648,0,0.043,5.219326010324623e-19,Gm16070
2.549993165098995e-23,-6.479721695266648,0,0.043,5.219326010324623e-19,P2ry14
2.549993165098995e-23,-6.479721695266648,0,0.043,5.219326010324623e-19,Wipf3
2.672582308101455e-23,-1.6541833114207614,0.175,0.652,5.470241468222059e-19,Prg4
2.724293416321472e-23,-6.216687289432855,0.001,0.058,5.57608376452679e-19,Shisal2b
2.838897792138931e-23,-5.801649790154011,0.001,0.058,5.810656000949964e-19,Rapgef4os1
3.0968800397849686e-23,4.708572776948913,0.756,0.159,6.338694065431874e-19,C1qtnf3
7.678484051329873e-23,1.2534689909835655,0.964,0.87,1.5716321156261984e-18,Sec61b
7.720985356105348e-23,2.7880013563607746,0.783,0.188,1.5803312826876427e-18,Hif1a
7.838550997804837e-23,-2.7824203186739576,0.179,0.594,1.604394618230694e-18,Apoe
8.281400453211426e-23,-2.961873390404029,0.04,0.29,1.6950370447633145e-18,Gnptg
9.734266238760489e-23,-5.257329273930201,0.002,0.072,1.992409613749497e-18,Cadm3
1.113021391957993e-22,-4.742756101100442,0.006,0.116,2.27813218505962e-18,Kank1
1.1387168301794092e-22,-3.735560599696238,0.02,0.203,2.3307256080112147e-18,Itga9
1.157666621843947e-22,-5.380186021715733,0.005,0.101,2.3695120415901905e-18,Dchs2
1.172644862755205e-22,0.9486871718951921,0.98,0.986,2.4001695050873532e-18,Rpl15
2.954783443665862e-22,-3.770770477270039,0.018,0.188,6.047850752495286e-18,Egfl6
3.617578556822829e-22,-5.216687289432855,0.003,0.087,7.404459790104966e-18,Flt1
3.906830494510645e-22,-1.8072339084257123,0.629,0.957,7.996500656164388e-18,Itgbl1
4.1104778136590034e-22,-4.827644998686955,0.003,0.087,8.413325988997248e-18,Retnla
5.735061981969725e-22,-2.9698606497862112,0.042,0.29,1.1738524864695633e-17,Lrp5
6.874940749720511e-22,-2.803016625917916,0.06,0.348,1.4071628726527942e-17,Adamts3
7.959466429573882e-22,6.173123277735331,0.639,0,1.6291435888051822e-17,Lrrc17
8.089271473530517e-22,-3.4797216952666483,0.043,0.29,1.6557120852022264e-17,Ntn1
9.705088017559064e-22,-4.273270817799222,0.008,0.13,1.9864374154339894e-17,Prss12
9.951891463116213e-22,-4.479721695266648,0.008,0.13,2.0369531446706263e-17,Sept4
1.02339688671115e-21,-3.501095346059215,0.021,0.203,2.0946887477203818e-17,Ptpn3
1.0521106270582321e-21,-2.3185669034520675,0.148,0.551,2.1534600314627896e-17,Klf13
1.0594571312404337e-21,-4.190215078071663,0.006,0.116,2.1684968562229196e-17,Nat14
1.5891902790539702e-21,-4.649646696708961,0.005,0.101,3.252754663167666e-17,Megf10
1.7406353780467776e-21,2.565535022049275,0.788,0.217,3.562732491786144e-17,Bnc2
1.753326137322331e-21,-4.392258854016308,0.005,0.101,3.588707937871347e-17,Arvcf
2.501889211944393e-21,-2.6596417068878515,0.243,0.652,5.1208668390077834e-17,Fbln1
2.5257195966626238e-21,-3.262490979045979,0.052,0.319,5.1696428704490586e-17,Dapk1
2.8184938744850705e-21,-3.722992846279012,0.028,0.232,5.768893262296043e-17,Kcnk2
3.357994276184359e-21,-3.309796693824336,0.028,0.232,6.873142684494147e-17,Tmod2
3.439638782683332e-21,0.9359799148329473,0.985,0.986,7.040252660396244e-17,Rps3
3.4869230249089674e-21,-7.479721695266648,0,0.029,7.137034047383675e-17,Rorc
3.4869230249089674e-21,-7.064684195987804,0,0.029,7.137034047383675e-17,Timp4
3.4869230249089674e-21,-7.064684195987804,0,0.029,7.137034047383675e-17,Cacna2d2
3.4869230249089674e-21,-7.064684195987804,0,0.029,7.137034047383675e-17,Gm38134
3.4869230249089674e-21,-7.064684195987804,0,0.029,7.137034047383675e-17,Dclk3
3.4869230249089674e-21,-7.064684195987804,0,0.029,7.137034047383675e-17,Hrh2
5.042697073306652e-21,-4.131798391846341,0.009,0.13,1.0321392369644055e-16,Sqor
7.082761665980944e-21,0.9365569963412634,0.98,0.884,1.4496996577929796e-16,Rpl27
8.356120096981638e-21,-5.064684195987804,0.002,0.072,1.7103306614502017e-16,Gm9947
9.204138606036697e-21,2.5843473851188614,0.763,0.203,1.8839030898835911e-16,Fkbp11
1.0495155003379269e-20,-2.208513357987154,0.148,0.551,2.1481483260916689e-16,Elmo1
1.1010058819192003e-20,1.3563286597914215,0.963,0.696,2.253538839112219e-16,Cfl1
1.9790787257717404e-20,-4.000553858568089,0.105,0.435,4.0507783359095984e-16,Clec3b
2.090134067817135e-20,-3.8947591945454914,0.014,0.159,4.2780864100081116e-16,Id1
2.1772942176020908e-20,-3.6586918363119674,0.017,0.174,4.456485804587959e-16,Wasf1
2.24587472713383e-20,-2.2657415137464003,0.121,0.493,4.596856391497523e-16,Ctsf
2.356061447712631e-20,-5.479721695266649,0.001,0.058,4.822386571178213e-16,Ptgir
2.356061447712631e-20,-5.479721695266649,0.001,0.058,4.822386571178213e-16,Btla
3.392356251531268e-20,6.537434691116465,0.619,0,6.9434747756342e-16,Lrrc15
3.4347722327521776e-20,-3.8465644820759337,0.641,0.928,7.030291805997157e-16,Mgp
4.4339757709573335e-20,0.9733853185707744,0.994,0.957,9.07546160799547e-16,Rpsa
4.687802390054296e-20,0.8293016370481703,0.98,0.971,9.594993931963133e-16,Rps5
5.004072288134015e-20,-3.0318409393007872,0.084,0.391,1.0242335159352702e-15,Gab2
6.511281794925026e-20,1.0373312542415256,0.978,0.768,1.3327291577852543e-15,Arf5
7.185044055934871e-20,-2.6201368144364863,0.07,0.362,1.4706348173687494e-15,Ctdspl
8.290410180771788e-20,-2.1446554482903815,0.519,0.913,1.6968811558003695e-15,Gas1
9.16927471418283e-20,2.475500835702363,0.757,0.188,1.8767671484989417e-15,Grb10
9.781733686354325e-20,-2.355025947817334,0.088,0.406,2.0021252509230033e-15,Col4a1
1.093953535238302e-19,-3.459822137828943,0.023,0.203,2.2391040959257564e-15,Abhd14b
1.537650065979717e-19,-0.9302518988921196,0.981,1,3.147262155047285e-15,Fth1
1.8038484895682727e-19,-2.7189093591460742,0.137,0.493,3.692117088448341e-15,Ltbp4
1.9214857513431407e-19,0.8216919747002907,0.996,1,3.93289703584914e-15,Rpl18a
