p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
6.861994079903324e-19,-1.1843388076119012,1,1,1.8176736118255916e-14,Cited1
8.205904001050151e-19,-1.145679982681114,1,1,2.1736619108381745e-14,Arhgap22
8.855955034719473e-19,-1.0606571020318798,1,1,2.3458539291468412e-14,Lhfp
9.396178704505095e-19,1.5823362858931893,1,1,2.4889537770363546e-14,Eno1
9.895833686287797e-19,-2.8922192723702693,1,1,2.6213073851607746e-14,Ccdc3
1.0565895628173436e-18,0.6615933430269303,1,1,2.7988000929468615e-14,Rpl13a
1.3319286700736327e-18,-1.0818230075463575,1,1,3.5281458541580456e-14,Astn2
1.3884934924680133e-18,-1.1403443456115048,1,1,3.67798041219852e-14,Lrp4
1.4738387312065254e-18,-1.1346118718004745,1,1,3.904051415092965e-14,Ephx1
2.0182052499570432e-18,-1.2939601935222942,1,1,5.346023886611212e-14,Wipf1
2.176385990165069e-18,-1.8143500052021697,1,1,5.765028849348251e-14,Jam2
2.339993311373928e-18,-0.6095826715060892,1,0.75,6.198408282498398e-14,Smtnl2
2.578893607905827e-18,-1.297970507150528,1,1,6.831231277981746e-14,Ahcyl2
2.7568199416270514e-18,1.673120497091208,1,1,7.302540343375896e-14,Grb10
3.0384457536050642e-18,-1.8062518032227537,1,1,8.048538956724454e-14,mt-Nd3
3.5042892606939265e-18,1.8994431046652953,1,1,9.282511822652142e-14,Fkbp11
3.577147034057799e-18,-2.0787546624603053,1,1,9.475504778515703e-14,Col18a1
3.746916066321068e-18,-1.2663715093075356,1,1,9.925205968077878e-14,Il34
3.889049161613435e-18,-1.228507410092468,1,1,1.0301702324197829e-13,Pdgfa
4.251361756017346e-18,-0.9633957772510475,1,1,1.1261432155514347e-13,Kank1
5.149501934048829e-18,1.2090671703160933,1,1,1.364051567310194e-13,Atpif1
5.250545366182827e-18,1.863552867438912,1,1,1.390816962048169e-13,Nt5dc2
5.2878851733691196e-18,0.9169178892897181,1,1,1.4007079035737461e-13,Arf5
