p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
3.8612911920516266e-232,2.906377796313719,1,1,1.0228174238625554e-227,Cilp2
5.6319457250052595e-118,1.7122767232261364,1,1,1.4918461030966432e-113,Ltbp4
1.8535150206359006e-95,1.2908949289079672,1,1,4.909775938162437e-91,Cd55
2.5987496528646917e-87,1.6442028487014755,1,1,6.883827955473282e-83,Prss23
3.0195569245802114e-87,-1.5941333538794231,1,1,7.998504337520522e-83,Nav3
7.456052849728556e-82,2.2496749913743237,1,1,1.9750338393645973e-77,Gm42418
3.1870409972084446e-81,1.1576090949518085,1,1,8.442152897505448e-77,Osbpl3
3.696823039434825e-78,1.0576964487068654,1,1,9.792514549158909e-74,Lamb2
3.092961699750705e-76,1.9985652203249027,1,1,8.192946246469642e-72,Wfdc1
1.7967293878546146e-73,0.8587785222461886,1,1,4.759356475488089e-69,Abtb2
2.7023573279426105e-71,2.405203642587917,1,1,7.158274325987181e-67,Prelp
3.3268551478035914e-69,1.2071323009288992,1,1,8.812506601016934e-65,Medag
2.2330857218124755e-68,1.1315626651363222,1,1,5.915220768509066e-64,Grk5
5.278049002188728e-68,1.6216122291475865,1,1,1.3981024001897722e-63,Ckb
2.3602978495190304e-66,1.5193244130044574,1,1,6.25219297359096e-62,Mustn1
1.5221329746564392e-64,2.214445580983452,1,1,4.031978036567442e-60,Nupr1
4.260266099038887e-64,0.922920436534596,1,1,1.1285018869744109e-59,Map6
4.529988063153426e-61,0.9602014203021995,1,1,1.199948538048711e-56,Erg
1.110857014761482e-59,1.8209118930073862,1,1,2.9425491464016895e-55,Lbp
3.6823792934036776e-58,1.0014145818134863,1,1,9.754254510297002e-54,Pmp22
1.2670716941780409e-57,0.6392170557050747,1,1,3.3563462107082124e-53,Ptprb
1.3571311872417218e-56,1.2387430661207417,1,1,3.5949048018845966e-52,Ctsk
2.7253752333575317e-56,1.0259378946737097,1,1,7.219246455640765e-52,Emp1
1.1802318085176238e-55,1.286481819705524,1,1,3.1263160375823334e-51,Tmbim1
1.4729523028781426e-55,0.8431591082985631,1,1,3.901703355093912e-51,Adamtsl5
1.7002417515635253e-55,0.7583460869419831,1,1,4.503770375716622e-51,Perp
1.343705056545279e-54,0.7057520707636384,1,1,3.55934032428279e-50,Itga10
1.127785727038068e-53,0.5286865409464763,1,1,2.9873916123511387e-49,Klhdc8a
1.24124104507084e-53,1.257952885617661,1,1,3.287923404288148e-49,Col8a2
5.727457427087951e-53,0.8379057000653605,1,1,1.517146197861327e-48,Mbnl1
1.5030414756968572e-52,1.6145688845663193,1,1,3.981406564973405e-48,Col8a1
2.800097013046262e-52,1.560887250262664,1,1,7.417176977858244e-48,Prnp
1.4005683431961247e-51,0.6056054687649376,1,1,3.7099654842922146e-47,Trnp1
1.8022936244315494e-49,1.0614611434712489,1,1,4.774095581756731e-45,Slc44a2
1.0202117010421081e-48,0.973141352338684,1,1,2.70243877489044e-44,Fgd5
1.5566420313002045e-48,2.468326559378294,1,1,4.123389076711112e-44,Mgp
